SITE;Domaine d'activité;Activité/ Equipement;Type(Activite ou Equipement);Propriétaire;Danger;Mode de fonctionnement;Risque;Lieu;Manifestation;Dispositif de maîtrise (contrôles);Type de contrôle;Méthode de contrôle;Description PA;Porteur;Date de debut ;Date de fin;Avancement;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Inhalation de substances chimiques;A;Risque chimique;Poste de travail;Troubles respiratoires;Echappements des GE rehaussés;Preventif;Manuelle;;;;;;;2;3;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Insuffisance de points lumineux (mauvais éclairage du site);A;Risque d'accident;Environnement immédiat;Polytraumatisme (fracture, entorse, plaie ouverte…);Disponibilité d'un budget logistique dans l'agence pour la prise en charge des besoins d'achat autorisésSignalisation dans GEDAL des besoins logistiques à prendre en charge par la DAL;Preventif;Manuelle;;;;;;;1;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Intervention en monôme ;A;Risque d'accident;Poste de travail;Polytraumatisme (fracture, entorse, plaie ouverte…);A modifier;Preventif;Manuelle;;;;;;;3;3;9;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Locaux surchargés de papiers;A;Risque d'incendie;Environnement immédiat;Brûlures;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchetsProcédure d'archivage des documents;Preventif;Manuelle;;;;;;;1;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Manipulation de matériel électrique ( tests, configuration);A;Risque d'électrisation/électrocution;Poste de travail;Brûlures;Formation des agents sur les interventions électriques pour le respect des normesMise à disposition d'EPI (gants) de protection pour les interventions sur les équipements électriques;Preventif;Manuelle;;;;;;;1;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Manipulation de matériels usagés (sales);N;Risque biologique;Poste de travail;Infections, allergies;Dotation d'EPI (masque, gants) pour le personnel des accueilsDotation de liquide antibactérien;Preventif;Manuelle;;;;;;;2;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Manque d'eau (coupures d'eau;A;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Existence de réservoir d'eau Thiès;Preventif;Manuelle;;;;;;;1;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Manque d'eau (coupures d'eau;A;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Existence de réservoir d'eau Thiès;Preventif;Manuelle;Procéder à l'abonnement SDE au niveau du site de Tivaoune FH;Youssou Ba;;31/12/2017;;Non fait;2;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Manque d'hygiène dans les toilettes;A;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Entretien quotidien du site par un prestataireLes prestataires sont évalués chaque mois et certification des factures par le RA;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Manque d'hygiène dans les toilettes;A;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Entretien quotidien du site par un prestataireLes prestataires sont évalués chaque mois et certification des factures par le RA;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Manutention (déplacement d'objets lourds);N;Risque de chute de plain pied;Poste de travail;Traumatisme (fracture, entorse), douleurs musculaires;Sollicitation de prestataires pour la manutention des objets lourds;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Manutention (déplacement d'objets lourds);A;Risque de troubles musculo squelettiques;Poste de travail;Douleurs musculaires, hernies discale, lombalgie;Communication dans Intracom pour la manutention des objets par DRH/SHT;Preventif;Manuelle;;;;;;;2;3;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Véhicules;Véhicules;2;;Mauvais état des véhicules;A;Risque d'accident;Poste de travail;Polytraumatisme (fracture, entorse, plaie ouverte…);Maintenance préventive et curative des véhicules du parc de l'agence par des prestataires de servicesPropositions de réforme formulées à la DAL es véhicules amortis ou préssentant des dysfonctionnements ne pouvant pas permettre leur utilisation;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Véhicules;Véhicules;2;;Mauvais état des véhicules;A;Risque d'accident;Poste de travail;Polytraumatisme (fracture, entorse, plaie ouverte…);Maintenance préventive et curative des véhicules du parc de l'agence par des prestataires de servicesPropositions de réforme formulées à la DAL es véhicules amortis ou préssentant des dysfonctionnements ne pouvant pas permettre leur utilisation;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Mauvaise position assise de l'agent ;A;Risque de troubles musculo squelettiques;Poste de travail;Douleurs dorsales (colonne vertébrale);Communication dans Intracom sur les bonnes pratiques de position assise par DRH/SHT;Preventif;Manuelle;;;;;;;2;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Plancher défectueux (mauvaise disposition,trous, instabilité, travaux en cours...;A;Risque d'accident;Environnement immédiat;Traumatisme cranien;Programme annuel de travaux d'inspection des sites par la DAL pour la prise en charge des travaux de réfections nécessairesPrise en charge de toutes les signalisations formulées dans GEDAL;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Plancher défectueux (mauvaise disposition,trous, instabilité, travaux en cours...;A;Risque de chute de plain pied;Environnement immédiat;Traumatisme (fracture, entorse, plaie ouverte…);Les réparations des locaux sont prise en charge par la DAL.Exsitence d'un système de remontée via GEDAL ;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Poussières;N;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Existence de contrat de nettoiement et d'entretien quotien des locaux par des prestataires et la qualité des prestations est périodiquement évaluées par les agentsDans le cadre des travaux de maintenance préventive, le nettoiement de la poussière est effectué;Preventif;Manuelle;;;;;;;2;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Poussières;A;Risque de nuisance olfactive;Environnement immédiat;troubles respiratoires,réactions allergiques,AsthmeInconfort;Entretien quotidien des locaux par un prestataire et prestataions évaluées par les responsables avant certification des factures;Preventif;Manuelle;;;;;;;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Poussières;N;Risque biologique;Environnement immédiat;Légionellose, infection bactérienne, infection mycosique;Existence de contrat de nettoiement et d'entretien quotien des locaux par des prestataires et la qualité des prestations est périodiquement évaluées par les agentsDans le cadre des travaux de maintenance préventive, le nettoiement de la poussière est effectué;Preventif;Manuelle;;;;;;;3;2;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Poussières;A;Risque de nuisance olfactive;Environnement immédiat;troubles respiratoires,réactions allergiques,AsthmeInconfort;Entretien quotidien des locaux par un prestataire et prestataions évaluées par les responsables avant certification des factures;Preventif;Manuelle;;;;;;;3;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Présence d'animaux ( lézards, salamandre,souris, cafards…..);A;Risque biologique;Environnement immédiat;Morsures,envenimations maladies virales;Opération semestrielle avec les prestataires de nettoiement pour dératiser et désinfecterDestruction des nids d'abeille en collaboration avec le service d'hygieneClôture mise en place au niveau des locaux;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Présence d'animaux ( lézards, salamandre,souris, cafards…..);A;Risque biologique;Environnement immédiat;Brulûre, intoxication; - Opération semestrielle avec les prestataires de nettoiement pour deratiser et desinfecter  - Destruction des nids d'abeille en collaboration avec le service d'hygiene - Clôture mis en place au niveau des locaux;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Présence d'animaux ( lézards, salamandre,souris, cafards…..);A;Risque biologique;Environnement immédiat;Brulûre, intoxication;Dératisation semestrielle des locaux Mis en place d'un traitement des termites au niveau de Thiès en collaboration avec le service d'hygiene;Preventif;Manuelle;;;;;;;1;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Présence d'herbes seches ou de branches sur le site;A;Risque d'incendie;Environnement immédiat;Brûlures; - Le désherbage est pris en charge par les prestataires et gardiens des sites  - Vérification si le désherbage est correctement effectué par les prestataires;Preventif;Manuelle;;;;;;;1;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Prises non couvertes;A;Risque d'électrisation/électrocution;Environnement immédiat;Brûlures;Maintenance préventive et curative des installations électriques par un prestataire de services;Preventif;Manuelle;;;;;;;1;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Prises non couvertes;A;Risque d'électrisation/électrocution;Environnement immédiat;Brûlures;Maintenance préventive et curative des installations électriques par un prestataire de services;Preventif;Manuelle;;;;;;;1;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Prolifération de moustiques;N;Risque biologique;Environnement immédiat;Paludisme ;Contrat avec les prestataires qui distribuent des insecticides et procédent au pompage des locaux;Preventif;Manuelle;;;;;;;2;2;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Prolifération de moustiques;N;Risque biologique;Environnement immédiat;Paludisme ;Contrat avec les prestataires qui distribuent des insecticides et procédent au pompage des locaux;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Regards défectueux;A;Risque d'accident;Environnement immédiat;Polytraumatisme (fracture, entorse, plaie ouverte…);Programme annuel de travaux d'inspection des sites par la DAL pour la prise en charge des travaux de réfections nécessairesPrise en charge de toutes les signalisations formulées dans GEDAL;Preventif;Manuelle;;;;;;;1;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Rejet mégot de cigarette;A;Risque d'incendie;Environnement immédiat;Brûlures;"Mise en place d'une signalisation ""Interdiction de fumer"" au niveau des sites";Preventif;Manuelle;;;;;;;1;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Rejet mégot de cigarette;A;Risque d'incendie;Environnement immédiat;Brûlures;"Mise en place d'une signalisation ""Interdiction de fumer"" au niveau des sites";Preventif;Manuelle;;;;;;;1;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Véhicules;Véhicules;2;;Rétroviseur arrière HS;A;Risque d'accident;Poste de travail;Polytraumatisme (fracture, entorse, plaie ouverte…);Prise en charge par la DAL des signalisations enregistrées dans GEDALRéforme ou réparation des véhicules présentant des dysfonctionnements;Preventif;Manuelle;;;;;;;2;2;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Sortie tardive des bureaux ;A;Risque d'agression physique;Poste de travail;Traumatisme;Existence d'objectifs validés par tous les agents lors des séances d'évaluation SAPERSécurisation des sites par un système de gardiennage supervisé par DG/SECU;Preventif;Manuelle;;;;;;;1;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Groupe électrogène;Groupe électrogène;2;;Stockage de carburant (cuve du groupe électrogéne);N;Risque d'incendie;Environnement immédiat;Brûlures;" - Les cuves de carburant sont éloignées des locaux - Mise en place d'une signalisation ""Risque d'incendie"" et ""Interdiction de fumer"" au niveau des zones stockage du carburant";Preventif;Manuelle;;;;;;;2;4;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Groupe électrogène;Groupe électrogène;2;;Stockage de carburant (cuve du groupe électrogéne);N;Risque d'incendie;Environnement immédiat;Brûlures;" - Les cuves de carburant sont éloignées des locaux - Mise en place d'une signalisation ""Risque d'incendie"" et ""Interdiction de fumer"" au niveau des zones stockage du carburant";Preventif;Manuelle;;;;;;;2;4;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Surcharge de travail ;A;Risque de stress;Poste de travail;Maux de tête, hypertension artérielle, troubles psychologique, cardiopathie;Fixation des objectifs annuels validés par les agents dans SAPERExistence d'une étude sur le dimensionnement des RH et la productivité au niveau des tous les sites et activités;Preventif;Manuelle;;;;;;;2;3;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Toilettes défectueuses;A;Risque d'accident;Environnement immédiat;Traumatisme (fracture, entorse, plaie ouverte…);Dysfonctionnements signalés au responsable des ressources pour prise en charge par un prestataire en relation avec les RA et CI. Signalisation dans GEDAL des dysfonctionnements à prendre en charge par la DAL;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Bâtiment;Bâtiment;2;;Toilettes défectueuses;A;Risque d'accident;Environnement immédiat;Traumatisme (fracture, entorse, plaie ouverte…);Dysfonctionnements signalés au responsable des ressources pour prise en charge par un prestataire en relation avec les RA et CI. Signalisation dans GEDAL des dysfonctionnements à prendre en charge par la DAL;Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Travail en hauteur;N;Risque de chute de hauteur;Poste de travail;Polytraumatisme (fracture, entorse, plaie ouverte…);Formation des agents traivaillant en hauteur sur la sécuritéDotation de l'outillage pour les travaux en hauteur (ceinture, echelle, harnais)Sensibilisation des agents;Preventif;Manuelle;;;;;;;1;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Utilisation de gaz butane;N;Risque d'incendie;Poste de travail;Brûlures;Existence d'un outil GSECU pour la signalisation des demandes de signalétique sécurité;Preventif;Manuelle;;;;;;;1;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Entretien des locaux;Entretien des locaux;1;;Utilisation de produits d'entretien  (acide, eau de javel, pâte à cafard, désodorisant);N;Risque biologique;Poste de travail;Allergies, intoxicaton, brûlure; - Les agents de la Société de nettoiement portent des gants - Le nettoyage ne se fait pas en présence des occupants des bureaux (agents sortent)-Les produits sont rangés et conservés dans une caisse - Nettoyage des magasins à la demande des gérantsévaluation des prestataires de nettoyage par les agents (DRH);Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Prestataires nettoiemenent;Prestataires nettoiemenent;1;;Utilisation de produits d'entretien  (acide, eau de javel, pâte à cafard, désodorisant);N;Risque biologique;Poste de travail;Allergies, intoxicaton, brûlure; - Les agents de la Société de nettoiement portent des gants - Le nettoyage ne se fait pas en présence des occupants des bureaux (agents sortent)-Les produits sont rangés et conservés dans une caisse - Nettoyage des magasins à la demande des gérantsévaluation des prestataires de nettoyage par les agents (DRH);Preventif;Manuelle;;;;;;;2;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tivaoune FH;Intervention;Intervention;1;;Voisinage immédiat de l'antenne (surtout en cas de vent fort);A;Risque de chute d'objet lourd;Environnement immédiat;Traumatisme cranien, plaie ouverte; - Maintenance préventive  et contrôle opérationnel - Intégration de l'étude de la charge des pylones et de la durée de vie dans la maintenance - Mise en place de haubans au niveau des pylônes;Preventif;Manuelle;;;;;;;2;4;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
