Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Ressources Humaines;Images;Juridique;Commercial;Criticité;Maturité CI
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non désactivation des litiges suspensifs clôturés ( les réclamations sont saisies en litige le temps de les traiter);procéder à un état des lieux dans gaïa sur les litiges pour les solder;SODA FAYE FALL;Soda.Faye@orange-sonatel.com;13/11/2017;17/11/2017;;Soldé;"L’export avait été fait avec la contribution de DIS/ISREC pour traitement
Il apparaît clairement que les agences ne font plus de litiges suspensifs comme auparavant. 
Le seul profil identifié est la personne préposée aux écritures de dégrèvements au niveau du BO

";Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non désactivation des litiges suspensifs clôturés ( les réclamations sont saisies en litige le temps de les traiter);;;;;;;;plan d'action affecté à DSC/OSB/ACGP pour solde des résidus de litiges dans gaïa;Correctif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Adresse de facturation erronée;;;;;;;;"- Confirmation hebdo des changements d'adresse client par DOS/SR pour mise à jour du SI - GAQ sur les factures non reçues
- Systématisation de la notification de fin de distribution par SMS et par Transmission par mail des factures et/ou sms 
Existence facture en ligne";Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Absence de visibilité sur les cas de boîte postale;;;;;;;;"- A la fin de la distribution des factures Envoi de sms aux clients avec BP pour qu'ils retirent leurs factures
 - Depuis Oct 2017, basculement sur la facturation en ligne pour les factures vers Boite Postale pour lesquelles la poste a émis un retour négatif";Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Facture réceptionnée par une tierce personne;;;;;;;;- Preuve de distribution : décharge de la personne qui a reçu - Envoi d'un Duplicata au client en cas de non réception de la factureMise en place de registres par zone pour décharge avec précision du nom du titulaire de la ligne, de la personne qui a reçu la facture, de la date de remise;Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Cumul des créances (dysfonctionnement SI);;;;;;;;lancement d'une liste de suspension toutes les deux semaines par OSB/SR;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Difficultés financières du client;;;;;;;;Proposition de facilités de paiement (moratoire) en cas de difficultés financières du client;Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Contestation facture;;;;;;;;Traitement des factures contestées dans les process réclamation;Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Cession de ligne avec impayés dans Gaia ou transfert entrant (transfert avec changement de numéro) ;;;;;;;;Transfert automatique des créances sur le numéro recouvrable par DIS;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Transfert dans des zone saturées;;;;;;;;- Requête hebdomadaire de PCL des cas de transferts longue durée  pour analyse et transmission à DRPS/DINT pour mise en service - Résiliation de la ligne en cas de transfert impossible;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Commande bloquée de POS;;;;;;;;Nouveau process de suspension validé avec DSI: Envoi des clients restants après suspension à Activation;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Retard de transmission par la banque des infos sur les rejets PO du Mobile;;;;;;;;"- Suivi des PO du Mobile  à la fin de chaque mois  par DOS/SR qui  relance des banques en cas de non réception des informations sur les rejets - Suivi des PO du Fixe au niveau des SCE de DV
Automatisation de la réception des rejets avec BICIS et SGBS
Automatisation en cours pour les banques restantes";Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Manque d'homogénéité des modalités de recouvrement et objectifs non partagés entre DOS et les Agences;;;;;;;;DIS/ISREC paramètre le chronogramme de recouvrement dans Gaia et oracle recouvrement VIP pour le mobile non automatisé;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Manque d'homogénéité des modalités de recouvrement et objectifs non partagés entre DOS et les Agences;;;;;;;;- Centralisation du recouvrement au niveau de DOS - Agences autonomes pour les opérations de recouvrement en Agence : moratoires, cessions de ligneSuivi des moratoires inclus dans le chronogramme de recouvrement;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Manque d'homogénéité des modalités de recouvrement et objectifs non partagés entre DOS et les Agences;;;;;;;;Dans la procédure en vigueur  il est permis de faire des moratoires exceptionnels  avec des régles déifinies sur la ersonne habilitée à apposer sa signature suivant le montant du moratoire;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non respect du chronogramme de recouvrement ;;;;;;;;DOS  déroule  le chronogramme des client GP.Chaque mois: demande des restrictions et résiliations demandées à la Gestion des abonnés (Compte rendu d'exécution à développer par DRPS);Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non respect du chronogramme de recouvrement ;;;;;;;;suivi du taux de recouvrement et des délais de paiement des clients dans le tableau de bord recouvrement  mensuelsuivi du taux de réduction des créances d'une année à une autre;Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non respect du chronogramme de recouvrement ;;;;;;;;Définition des seuils de signature pour les moratoires  de la PCM 104-03 (paragraphe 7.2);Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non désactivation des suspensions sur demande au-delà de 6 mois pour le fixe;;;;;;;;- Arrêt automatique de la facturation dans gaïa dès suspension - Arrêt de la facturation à la suspension depuis janvier 2013  - Voir contrôles effectués par DOS/PCL - A VERIFIER;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non transmission de lignes déjà résiliées au contentieux ou lignes non éligibles au contentieux;;;;;;;;Re paramétrage pour un transfert automatque au contentieux dès résiliation;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Reformulation: Recouvrement tardif ou absence de recouvrement des FBI positionnés en fin/début de mois coincidant avec les fins de semaine;;;;;;;;"Recouvrement le 1er jour ouvrable suivant le positionnement du crédit
Reporting sur les restrictions envoyées par OSB/SR à OSB/ACGP après chaque opération de restriction
Reports de délai non autorisés sur les forfaits bloqués (uniquement sur les rcéclamations, incohérences, etc)";Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non respect des engagements commerciaux;Dénumérotation (attribution de numéros avec des impayés);;;;;;;;SR procède à une fiabilisation des numéros résiliés depuis plus de 6 mois sans impayés pour les réinjecter dans la base Attribution aux commerciaux sur demande;Détectif;Manuelle;1;2;;;2;2;;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non respect des engagements commerciaux;Suspension ou résiliation à tort;;;;;;;;Mise en place de check list déroulée avant validation des listes d'impayés à partir du dernier trimestre 2015;Préventif;Manuelle;1;2;;;2;2;;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de manque de performance économique des offres/projets;Double dépôt de crédit sur le compte du client en cas de paiement par le client entre le 1er et le 15 du mois M;;;;;;;;élagage des numéros (bons payeurs) ayant dejà bénéficié de dépôts (le 30 ou le 31) dans la base des renouvellements automatiques entre le 1er et le 15 du mois M;Préventif;Manuelle;1;1;1;;2;;1;1;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Mauvaise analyse de la réclamation;;;;;;;;"- Existence d'une procédure de traitement des réclamations
 - Collecte des infos et traitement en fonction de la nature de la réclamation
 - Validation de la résolution par le N+1 (pilotes et chefs de service)
Evaluation des contacts à deux niveaux: par le pilote et le PRA
plus une évaluation d'un échantillonnage par les auditeurs";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Non respect des délais de traitement des réclamations;;;;;;;;"Dispositif de respect des engagements : délai de rappel communiqué au client depuis le front. En cas de dépassement du délai, les agents traitants appellent les clients pour le rassurer et lui fixer un autre délai tracé dans le CRM.
 - Le Service ACGP traitent toutes les réclamations clients sur la base d'objectifs vitesse de traitement. Les délais  sont  annoncés aux clients pour le traitement des réclamations  et des engagements de délai sont pris pour les demandes d'activation (48h) et les rétablissements.
 - Délais déterminés par le BO et fixés  par type de réclamation
 - Accusé de réception et info client de l'état d'avancement : webmail et sms en cas de volume important et en fonction du motif
 - Mise à jour du délai communiqué au client en cas de dysfonctionnement pouvant impacter le délai initial fixé
 - Suivi des vitesses de traitement, pilotage quotidien des vitesses de traitement
 - Un pilotage quotidien des indicateurs  (suivi journalier des délais au moment du dispatching) et un reporting hebdomadaire est publié (PPS)
 Dispatching quotidien des cas
Participation au cadre de pilotage de la performance hebdo (PILPERF). 
Le niveau de satisfaction des clients est mesuré à travers les sondages (Hotsurvey et IRIS), le dispositif d'écoute et les appels mystères permettant de s'assurer du professionnalisme des CC du prestataire. Les auditeurs qualité de PRA effectuent des missions d'évaluation en cote à cote au niveau des BO. Ils produisent des rapports d'écoute chargés dans la grille qualité";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Insuffisance des RH;;;;;;;;"La Polyvalence des agents et leur expérience permet la prise en charge des réclamations
Délai de traitement des réclamations fixé : 1 jour pour les cas simples et 7 jours pour les cas complexes à partir de la date de réception réclamation";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Indisponibilité des éléments de réponse (contraintes techniques, absence de réponse des autres structures);;;;;;;;"- Relances des structures supports
 - Demande à DIS qui est l'interlocuteur en cas d'investigations sur le SI. DIS répond via le CRM
 - Escalade en cas de non réponse
 - Traitement des réclamations dans le CRM avec une saisie des tâches
 - Mesurer les délais de traitement et diffuser un reporting
 - Suivi du délai de réponse des autres structures par DPPS/PPS avec production d'un reporting hebdo 
production d'un reporting sur le suivi des temps de cycle";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Retard de transmission ou non réception de la réclamation du client;;;;;;;;"- priorisation des VIP dans la gestion des réclamations

piste d'amélioration: attente finalisation de la refonte des groupes dans le CRM suite réorganisation DOS";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Indisponibilité du système de gestion des appels;;;;;;;;"- La DSI  qui assure l'exploitation du plateau a signé un engagement de disponibilité du plateau (suivi du taux de disponibilité de la hotline)
- Contrat de service et réunion trimestrielle entre DSI et DOS
- Contrat de service DSI et SBS (maintenance des PABX)
- SBS informe DOS des travaux planifés réalisés en général en HNO
Tous les matins, test de la disponibilité des plateaux par DOS et remontée à tous les acteurs pour info (ce qui marche et ce qui ne marche pas) (DSI, DMGP)
 - Dissociation des sources d'alimentation entre les besoins administratifs et techniques pour isoler la source d'alimentation des plateaux
 - Groupe électrogène suffisamment dimensionné";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Turnover élevé du personnel intérimaire;;;;;;;;"Module de formation (client  distance) dans le cadre de l'école des ventes
Suivi post formation (quiz et évaluation mensuelle)";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Mauvaise prise en charge des cas difficiles (cas d'énervements);;;;;;;;"'- Déroulement du Module Orange in Touch
 - Transfert de l'appel au N+1 ou le pilote en cas de clash (sedal)

piste damélioration: programme de mise en situation des agents à dérouler d'ici fin 2017

 - Evaluation des contacts (erreurs critiques)";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Obsolescence du système de gestion des appels;;;;;;;;Projet de mise du BO sur le système OMEGA;Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Retard de rétablissement;;;;;;;;;;;2;3;;;;;;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Erreur sur le calcul des montants à dégréver;;;;;;;;"- Le calcul du montant à dégréver est vérifié par ACGP ou le pilote
 - Les seuils de signature fixés sont respectés suivant les seuils de délégation de signature
 - Agent insère une feuille de calcul Excel qui donne le détail du montant calculé. Ce détail est visé par le Chef de Service ou le pilote sur la base du fond de dossier";Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les réclamations clients;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Non traitement des litiges dans Gaia;;;;;;;;"PA identifiés. Attente retour ARQ pour déploiement en rapport avec SR

voir PA litiges dans recouvrement";Préventif;Manuelle;2;3;1;;3;3;4;6;2
