Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Ressources Humaines;Images;Juridique;Commercial;Criticité;Maturité CI
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de lancement d'offre ou de projet non fonctionnel;Complexité du parcours client ;;;;;;;;- DTSM/SPM contributeur parcours client à tous les projets TTM de la conception au lancement pour s'assurer de la simplicité du parcours client et de contribuer à l'orientation client des offres -;Préventif;Manuelle;2;2;1;;3;;1;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de lancement d'offre ou de projet non fonctionnel;Non maîtrise des produits par le Service Client;;;;;;;; - Identification de tous les métiers qui interviennent dans le parcours client  - Formation systématique des métiers qui interviennent dans le parcours client au lancement des offres  par le Chef de produit - Supports commerciaux à la disposition du Serv;Préventif;Manuelle;2;2;1;;3;;1;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de lancement d'offre ou de projet non fonctionnel;Parcours Client incomplet;;;;;;;; - Validation du livrables parcours clients par DTSM/SPM avec go ou non go : vérification de la complétude du parcours client en fonction des résultats des Futs (remontées des clients) - Alerte au Costrat en cas de risque lié à la qualité du service clien;Préventif;Manuelle;2;2;1;;3;;1;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de lancement d'offre ou de projet non fonctionnel;Procédure inadaptée;;;;;;;;"Circuit de validation des procédures (service propriétaire, direction, ARQ)Tests PCL (Pilote Commande Livraison) réalisés avant lancementSuivi des KPI avec les tableaux de bord DSC
Audits annuels sur les processus orientés clients (KCRP: exigence COPC)";Préventif;Manuelle;2;2;1;;3;;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de mauvaise prise en charge des signalisations clients externes;Non maîtrise des procédures par les intervenants;;;;;;;;"- Position Support métiers au niveau de DTSM/SPM : identification de toutes les procédures et modop en relation avec le parcours client  - en relation avec DTSM/PRA , s'assurer de la mise à jour et de l'appropriation par les acteurs : planning de visite 
planning de formation annuelle suivi de vérification (évaluation) et de quizz";Préventif;Manuelle;1;2;1;;3;1;4;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Complexité des procédures;;;;;;;; - Exploitation des rapports d'écoute clients - Exploitation des rapports des plateaux (top ten des appels du 1441 et réclamations - Exploitation du top du 1413 (dérangements) et du 1416 (SAV PME/PMI et SOHO) pour identification des procédures et modop im;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Non prise en compte des résultats des FUT;;;;;;;;Livraison du livrable parcours client contenant: le rapport du CTC, le  rapport FUT et transmission au chef de projetContrôle de la check list avant lancement;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Parcours client et/ou FUT non déroulé;;;;;;;;Obligation du TTM de dérouler les FUTparticipation systématique de DTSM aux évolutions d'offre;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Procédures non adaptées;;;;;;;;Mise à jour des procédures au besoinTenue d'ateliers avec les partenaires QSE et correspondants qualité pour la mise à jour de tous les supports;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Mode opératoire inadapté ou non fonctionnel;;;;;;;;Tenue d'ateliers avec les partenaires QSE et correspondants qualité pour la mise à jour de tous les supportsObligation de tester les modes opératoires à J-6 du lancement;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de développement insuffisant des ventes;Mode opératoire non maîtrisé;;;;;;;;Obligation de tester les modes opératoires à J-6 du lancementFormation avant lancement des RH sur les produits;Préventif;Manuelle;2;2;1;;3;1;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de formation inadaptée aux besoins et attentes des apprenants;Format de la base de connaissance inadaptée;;;;;;;;"Mise en place d'une base de connaissances centrale gérée par une équipe dédiée au niveau de SPM
ensemble de contrôles et de KPI à mesurer exigé par COPC
Publication du reporting à partir de septembre 2017";Préventif;Automatique;1;1;1;2;2;1;1;1;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de lancement tardif des projets/offres;Check-list non validée;;;;;;;;Contrôle de la validation des points de la check list avant chaque lancement avec DMC ou DDE, DV et DSC;Préventif;Manuelle;2;3;1;;3;;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de livraison de services non fonctionnels;Tests non exhaustifs;;;;;;;;Livrables demandés dans le process TTM: cahier de test, rapport de test, résultats des FUT et obligatoires pour passer les jalons - avant passage jalon T3Tests après passage T3;Préventif;Manuelle;2;2;2;;3;1;2;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de manque de performance économique des offres/projets;Parcours client complexe;;;;;;;;Validation du parcours client par DSCTests de parcours clients dans le cadre du TTM (focus group et FUT);Préventif;Manuelle;2;2;1;;1;2;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de mauvaise prise en charge des demandes clients internes;Non maîtrise de la procédure;;;;;;;;"Participation du DSC aux projets TTMMise à jour de la procédure de lancement des offres et promos
Cartographie des procédures impactées mise à jour et validée avant chaque lancement";Préventif;Manuelle;1;2;1;1;2;2;4;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de mauvais accueil  des clients;Procédure mal libellée;;;;;;;;Circuit de validation des procédures (service propriétaire, direction, ARQ);Préventif;Manuelle;1;3;1;;3;3;4;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la simplification et la maîtrise des procédures et modes opératoires du service client;Risque de mauvais accueil  des clients;Déficit de compétence des conseillers commerciaux;;;;;;;;"Evaluations par quizz (PRA), appels mystères, écoutes à distance (DOS/RCP)Evaluation des formateurs pour mesurer la qualité de la formationParticipation aux sessions de formationContrôle du contenu de formation proposé par les cabinets/prestatires
mise en place d'une base de connaissance gérée par une équipe dédiée à SPM";Préventif;Manuelle;1;3;1;;3;3;4;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque d'inadéquation profil/poste;Evaluation inefficace  durant le recrutement;;;;;;;;Deux dispositifs d'évaluation au recrutement: ecrit et oral, Evaluation de la capacité à manier de l'outil informatiqueEvaluation après les 21 premiers jours de formation (1ère période d'essai)Tests de pré recrutement exigés par COPC (quanti, quali);Préventif;Manuelle;1;2;1;2;3;1;4;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque de formation inadaptée aux besoins et attentes des apprenants;Compétences du formateur/cabinet remises en question ;;;;;;;;"Participation effective des formateurs aux sessions de formation
Contrôle du contenu de formation proposé par les cabinets/prestataires par PRA
Revue annuelle de la formation
Suivi mensuel du KPI ""qualité de la formation""";Préventif;Manuelle;1;2;1;;3;;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque de divulgation d’informations confidentielles;Transmission du document de formation interne aux prestataires externes;;;;;;;;Obligation dans la nouvelle procédure de lancement des offres de contrôler le contenu du document de formation avant transmission au partenaireRéduction du délai au maximum entre la date de formation et celle de lancement;Préventif;Manuelle;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque de mauvais accueil  des clients;Absence de programme d'animation;;;;;;;;Evaluations récurrentesDéroulement de programme d'incentives;Préventif;Manuelle;1;3;1;;3;3;4;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Absence de programme d'animation;;;;;;;;Evaluationns récurrentesDéroulement de programme d'incentives;Préventif;Manuelle;1;2;1;;3;2;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Piloter la formation initiale continue et de suivi évaluation des agents et partenaires externes;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Déficit de compétences des conseillers commerciaux;;;;;;;;"""Evaluations par quizz (PRA), appels mystères, écoutes à distance à travers l'application """"Grille qualité""""Evaluation des formateurs pour mesurer la qualité de la formationParticipation effective des conseillers aux sessions de formation";Préventif;Manuelle;2;2;1;;3;2;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de manque de fiabilité des informations sur les clients;Inputs (résultats des études, KPI internes DSC)  non fiables/non exhaustifs;;;;;;;;"Suivi régulier des différents indicateurs des tableaux de bord (mensuels, hebdos, annuels)
Respect et maîtrise des exigences COPC sur le tableau de bord du service client (table F)";Préventif;Manuelle;1;2;2;2;2;2;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de méconnaissance du marché et des clients;Veille non exhaustive;;;;;;;;Existence d'une base de source d'infos veille mise à jour périodiquementProduction d'un document de veille tous les deux moissources: Identification de sites parlant de servie client, benchmarking, actu service client, etc;Préventif;Manuelle;2;2;1;;3;;2;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de méconnaissance du marché et des clients;impertinence des analyses;;;;;;;;Suivi des indicateurs des tableaux de bord DSC;Préventif;Manuelle;2;2;1;;3;;2;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de non fiabilité de l'information pour le pilotage;Inefficacité de la veille ;;;;;;;;Existence d'une base de source d'infos veille mise à jour périodiquementProduction d'un document de veille tous les deux moissources: Identification de sites parlant de servie client, benchmarking, actu service client, etc;Préventif;Manuelle;2;2;1;2;2;;2;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de non fiabilité de l'information pour le pilotage;Préconisations du plan schéma directeur difficilement réalisables;;;;;;;;analyse d'impact systématique pour tous les projets;Préventif;Manuelle;1;2;1;2;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de non fiabilité de l'information pour le pilotage;Non pertinence des analyses;;;;;;;;Suivi des indicateurs des tableaux de bord DSC;Préventif;Manuelle;2;2;1;2;2;;4;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de non fiabilité de l'information pour le pilotage;Stratégie groupe inaccessible ou mal exploitée;;;;;;;;Plan Schéma Directeur 2103-2016 propre à DSC mis à jour avec les recommandations OMEA;Préventif;Manuelle;1;2;1;2;2;;4;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de conseils inadaptés ;Impertinence des inputs (analyses des donnés clients-contacts, études veille);;;;;;;;Pilotage des indicateurs dans les reportings mensuels de DSC;Préventif;Manuelle;2;3;2;2;4;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Contribuer à l'élaboration et à la mise en œuvre des Plans Shémas Directeurs Service Client;Risque de divulgation d’informations confidentielles;Participation de consultants externes à l'élaboration des PSD;;;;;;;;Clause de confidentialité dans les contrats signés par les consultants;Préventif;Manuelle;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Non prise en compte des demandes des prestataires sur les délais requis pour administrer les formations aux conseillers commerciaux;;;;;;;;Check list de lancement des offresProcédure de lancement des offres;Préventif;Manuelle;1;2;1;;1;2;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Non prise en compte de la gestion relation client dans le plan de formation;;;;;;;;"Dispositif de validation du plan de formation par PRA
Evaluation post formation à chaud";Préventif;Manuelle;1;2;1;;1;2;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de mauvais traitement des réclamations Clients/Fournisseurs;Non maîtrise de l'outil SI;;;;;;;;Check list de vérification de la maîtrise des modules SI nécessaires à la formation avant lancement;Préventif;Manuelle;1;2;1;;1;2;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de formation inadaptée aux besoins et attentes des apprenants;Modules non adaptés aux besoins du service client;;;;;;;;Conception des modules par PRA Rédaction d'un cahier de charges pour les formations à sous-traiter;Préventif;Manuelle;1;2;1;;3;;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de formation inadaptée aux besoins et attentes des apprenants;Besoins des BU mal exprimés;;;;;;;;Apport du N+1 dans le  choix/validation du contenu de formation proposé;Préventif;Manuelle;1;2;1;;3;;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de formation inadaptée aux besoins et attentes des apprenants;Evaluation biaisée;;;;;;;;Evaluation des formateurs pour mesurer la qualité de la formationExistence d'une application pour évaluer directement les conseillers commerciaux en ligne;Préventif;Manuelle;1;2;1;;3;;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de formation inadaptée aux besoins et attentes des apprenants;Programme de formation non déroulée ou mal déroulée;;;;;;;;"Vérifications des connaissances: Evaluations par quizz (PRA), appels mystères, écoutes à distance (DOS/RCP)
Revue annuelle de la formation
Suivi mensuel du KPI : qualité de la formation";Préventif;Manuelle;1;2;1;;3;;3;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de divulgation d’informations confidentielles;Transmission du document de formation interne aux prestataires externes;;;;;;;;Obligation dans la nouvelle procédure de lancement des offres de contrôler le contenu du document de formation avant transmission au partenaireRéduction du délai au maximum entre la date de formation et celle de lancement;Préventif;Manuelle;2;3;2;1;4;4;3;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Définir et mettre en place les modules et plans de formation du service client;Risque de mauvais accueil  des clients;Non prise en compte de la gestion relation client dans le plan de formation;;;;;;;;"Dispositif de validation du plan de formation par PRA
Evaluation post formation à chaud";Préventif;Manuelle;1;3;1;;3;3;4;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de méconnaissance du marché et des clients;Veille non exhaustive;;;;;;;;"Existence d'une base de source d'infos veille mise à jour périodiquement
Production d'un document de veille tous les deux mois; sources: Identification de sites parlant de service client, benchmarking, actu service client, etc";Préventif;Manuelle;2;3;1;;3;;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de conseils inadaptés ;Manque d'exhaustivité des données remontées;;;;;;;;Existence d'une base de source d'infos veille mise à jour périodiquementProduction d'un document de veille tous les deux moissources: Identification de sites parlant de servie client, benchmarking, actu service client, etc;Préventif;Manuelle;2;2;2;2;4;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de conseils inadaptés ;Impertinence des remontées veille;;;;;;;;Production d'un document de veille tous les deux moisRevue des pistes issues de la veille après chaque publication de rapport;Préventif;Manuelle;2;2;2;2;4;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de veille inefficace;Sources non exhaustives;;;;;;;;Existence d'une base de source d'infos veille mise à jour périodiquementProduction d'un document de veille tous les deux moissources: Identification de sites parlant de servie client, benchmarking, actu service client, etc;Préventif;Manuelle;2;2;1;;3;;2;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de veille inefficace;Exploitation insuffisante des résultats de veille;;;;;;;;Production d'un document de veille tous les deux moisRevue des pistes issues de la veille après chaque publication de rapport;Préventif;Manuelle;2;2;1;;3;;;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Concevoir et manager la stratégie du service clients;Concevoir et manager la stratégie du service clients;SNT DSC \ DTSM;Assurer la veille et les études dans le domaine du service client;Risque de dépendance vis-à-vis d'un fournisseur;Déficit de compétences des cabinets pour répondre à certaines problématiques (ex: produits d'innovation);;;;;;;;Short list de cabinets suggérés par DGA, DAL, OMEA;Préventif;Manuelle;1;1;1;;;;;1;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSF;Développer la relation client à distance;Risque de divulgation d’informations confidentielles;Diffusion de données personnelles des clients;;;;;;;;"Sur OM, les CC ne voient plus les 5 dernières transactions
Diffusion de notes de service internes et externes
- Dispositif d'écoute pour suivre l'indicateur  ""taux d'erreur critiques de non conformité"" (communication d'infos sensibles aux clients ou à un tiers)
- Limitation de l'accès à la facturation détaillée à PCL et SAVR La remise du détail ou la visualisation au client se fait sur présentation de la pièce d'identité suite à une réclamation écrite + présence physique. 
- Seuls les BO (agents internes) et les positions déportées de PCCI chez les prestataires et les conseillers HV ont accès au détail. Détail disponible sur une durée déterminée 
- Pour les clients Prépayé, Téranga, distributeurs identifiés dans la base et pour lesquels le contrôle de conformité entre le numéro CNI communiqué et celui enregistré dans le SI est ok, la communication du code PUK se fait par le plateau";Préventif;Manuelle;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSF;Développer la relation client à distance;Risque de divulgation d’informations confidentielles;Accès non maîtrisé aux informations clients;Définir des accès nominatifs à Vollubill et aux positions déportées RI;ISMAILA NIANG;Ismaila.Niang@orange-sonatel.com;;31/03/2017;;Soldé;;;;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;Gérer les relations Front Office avec les clients Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSF;Développer la relation client à distance;Risque de divulgation d’informations confidentielles;Accès non maîtrisé aux informations clients;;;;;;;;"Possibilité de faire des requêtes sur les différentes applis en cas de besoin pour tracer les actions faites - Les prestataires informent SONATEL des démissions de ses agents pour suppression des accès
Chaque agent a son log et les logs sont tracés - Audit des accès par SSI - Verrous sur le portail: limitation des informations auxquelles les CC ont droit - Mise en place de postes virtuels pour les CC sur les plateaux internes - Les machine des CC du prestataire ne comportent pas de ports externes Existence d'une matrice des habilitations Personnalisation des comptes Suppression des comptes mensuellement Fiabilisation des comptes (fréquence?) suite état des comptes envoyé par DSI Création d'un service CSO (Sécurité des Opérations) chargé de contrôler la sécurisation des opérations	Accès non maîtrisé aux informations clients	
	        
Mise en place de postes virtuels pour les CC	Accès non maîtrisé aux informations clients	
    
- Des clauses de confidentialité figurent sur les contrats avec les prestataires. - Signature d'une charte utilisateur SI par les Superviseurs et les Conseillers clients et les autres agents du prestataire et des plateaux internes qui ont accès au SI de SONATEL		        
Les machine des CC du prestataire ne comportent pas de ports externes";Préventif;Manuelle;2;3;2;1;4;4;4;6;2
