Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;CONTRÔLE DESCRIPTION;Type de contrôle;Méthode de contrôle;Proba;Gravité;Financier;RH;Image;Juridique;Client;Criticité;maturité CI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non exhaustivité de la saisie comptable;;;;;;;;"Vérification de la comptabilisation exhaustive des prestations réciproques:
Après comptabilisation et validation des écritures intersociétés,les prestations interco sont rescensées sur un document (tableau des interco filiales). Les prestations intra groupe sont bien identifiées et le tableau des interco les décrit ligne par ligne sans omettre aucune prestation. Cette analyse périodique des comptes intra groupe effectuée par l'analyste comptable fait l'objet d'une validation du CG en fonction du planning. Le CG vérifie si les soldes Sonatel sont conformes aux soldes des filiales dans le SI (si charge Sonatel = produit filiale).
Contrôle des intercos saisies dans magnitude entre les entités du groupe Sonatel:
Chaque mois, après la saisie de Magnitude, l'agent du service reporting comptable extrait pour chaque filiale la feuille ""balance partenaires conso"". Il s'assure que les montants déclarés de part et d'autre sont égaux dans toutes les rubriques réciproques du bilan et du compte de résultat. Ce contrôle est matérialisé par un pointage manuel et en cas d'erreur l'échange se fait par mail ou téléphone.
Contrôle des intercos saisies dans magnitude entre sonatel et les autres entités du groupe FT:
Après lancement de la conso par FT, l'agent du service reporting comptable procède à un contrôle des intercos extraits du cahier ""rapports par classeurs"", Il s'assure que l'écart entre les montants déclarés de part et d'autre ne dépassent pas le seuil de tolérence dans toutes les rubriques du bilan et du compte de résultat. Ce contrôle est documenté par l'état de rapprochement, en cas d'écart l'échange se fait par mail ou par téléphone. Cette action est répétée jusqu'à réconciliation de toutes les intercos.
Réconciliation des cptes intercos du groupe Sonatel:
Chaque mois, avant la saisie de la liasse magnitude, l'agent du service reporting prépare à partir de Oracle les états de rapprochement des comptes réciproques entre Sonatel et ses filiales. Des échanges sont faits par mail et téléphone jusqu'à ce qu'il y ait accord sur les montants comptabilisés de part et d'autre, ou à défaut que les écarts soient identifiés et justifiés. Ces états de rapprochement servent de base pour les situations intercos de sonatel avec toutes ses filiales. Il reçoit également la situation intercos etablie par les filiales
. Il fait un pointage manuel pour vérifier la cohérence des tableaux réciproques 
avant élaborer un tableau d'intercos définitif pour chaque filiale.
 Ces tableaux sont envoyés aux filiales qui marquent leur accord ou émettent des
 observations jusqu'à accord total de part et d'autre
. Ce sont les montants arrêtés dans les situations intercos définitives qui doivent être
 déclarées dans magnitude par les deux parties.
Réconciliation des opérations intercos avec FCR et Réconciliation des opérations intercos avec CI Télécom et FTLD par le service reporting
Réconciliation automatique des montants saisis dans ICS
Vérification de l'élimination réciproque des interco  (y compris résolution des écarts) par RC
Réconciliation des déclarations des titres détenus et constitution du capital entre sonatel et les autres entités du groupe FT par RC";Détectif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non exhaustivité de la saisie comptable;;;;;;;;"Bouclage de 1° niveau réalisé en agence pour s'assurer de l'exhaustivité de la comptabilisation des encaissements.
2° niveau : SCE
3° niveau : DPC/CAU";Détectif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non homogénéité des pratiques comptable entre sociétés du Groupe;;;;;;;;" - Les procédures et modes opératoires relatifs au traitement des opérations comptables intègrent des schémas d'écritures comptables avec schéma
 - Le plan de comptes est unique pour le Groupe
 - Le manuel des principes comptables est Groupe
 - CAC unique au Sénégal, OB et OG et auditeur à OML et OSL
- Partage des schemas comptables et des nouveautés et organisation annuelle de séminaire groupe 
- Organisation de tournée annuelle de DPC au niveau des filiales";Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non homogénéité des pratiques comptable entre sociétés du Groupe;;;;;;;;"Vérification des référentiels comptables utilisés
- Création et diffusion d'un plan de comptes syscoa et d'une table de passage de syscoa à magnitude pour toutes les entités du groupe par DFC/DPC, le plan de compte et le mapping sont transmis aux entités et  le support fonctionnel Oracle paramétre le plan de comptes dans oracle financial, DFC/DPC vérifie la saisie effective dans le systéme par la consultation ou l'édition du plan comptable.";Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non homogénéité des pratiques comptable entre sociétés du Groupe;;;;;;;;"Vérification de l'application de nouvelles règles comptables:
- Le chef du département comptabilité DFC/DPC vérifie que les changements ou les nouvelles règles qui portent sur les normes comptables locales identifiées et diffusées sont appliquées par les services comptables. En effet, DFC/DPC s'occupe de la veille normative via un abonnement Francis Lefèvre à une revue spécialisée et en cas de modification se charge de l'information de ses collaborateurs et vérifie l'application par la revue de la balance générale.";Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non homogénéité des pratiques comptable entre sociétés du Groupe;;;;;;;;"Validation de la création de nouveaux comptes
- Les demandes de création de nouveaux comptes sont envoyées au Chef du Département Production des Comptes DPC avec copie au Chef du Service Comptabilité Générale.DPC valide la demande et la transmet à l'administrateur de ORACLE (Chef Département DFC/SMP) pour création.
- Identification du schéma comptable pour toute nouveauté comptable.
Contrôle de la cohérence de la procédure interco locale avec celle du groupe FT:
Il existe une procédure interco aussi bien au niveau du groupe SONATEL qu'au niveau de France Télécom. Le Chef du Service Reporting Comptable s'assure que la procédure interco locale est conforme à celle du groupe FT (la procédure locale a été adaptée à la procédure FT lors de sa rédaction).";Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;Non homogénéité des pratiques comptable entre sociétés du Groupe;;;;;;;;Assistance des SCE au niveau des agences commerciales : analyse des comptes, accompagnement des nouveaux comptables lors de la prise de fonction, rencontre semestriel   avec les SCE pour l'analyse des difficultés rencontrées;Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;"Non fiabilité des informations comptables reçues en amont (achat, RH, stocks, client …)
";;;;;;;;" - Pour le CA Fixe et internet : Saisi manuelle du CA et pas d'interface

Pour le mobile automatisée, SBS automatisé et S2M/DEV manuel
 - 99% des achats passe par PO : le déversement est automatique ((sauf notes de frais et dépenses état
 - Réconciliation Oracle et les plateformes de service (Zebra, Oracle Tango, IAH)
 
";Préventif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;"Non fiabilité des informations comptables reçues en amont (achat, RH, stocks, client …)
";;;;;;;;" Vérification de la conformité du sens des soldes  de la balance générale avec les règles du syscoa : 
Chaque mois, à la réception de la balance générale de sonatel et ses filiales envoyés par les responsables de chaque entité, l'agent du service RNC s'assure que les soldes du bilan ont un sens ""normal"" par rapport au syscoa. Il signale les anomalies aux Chefx des Services CG qui procède aux corrections.Maintenant déversement dans Bilsysco qui sort les anomalies
En cas d'anomalie, des mails sont envoyés aux concernés (DFC/DPC/CG et responsables des autres filiales)";Détectif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assurer la gestion financière et comptable;Assurer la production des comptes;Assurer la production des comptes;SNT DFC \ DPC;Enregistrer et analyser les opérations comptables;Risque de non fiabilité de l'information financière;"Non fiabilité des informations comptables reçues en amont (achat, RH, stocks, client …)
";;;;;;;;"- Déversement automatique de la paie par DFC/DPC/CGF
- Revue analytique des comptes de paie
- Analyse mensuelle des comptes du personnel suivi de la remontée des informations (soldes créditeurs, comptes non mouvementés…) auprès du service salaire pour prise en compte dans le traitement de la paie
 - Contrôle du respect du cut off pour les charges liées à la paie : Après déversement des salaires, l'ensemble des provisions liées aux comptes de personnel sont traitées (prime de croissance, prime de rendement, congés payés, abondement, ..) : pour la détermination des provisions, l'analyste comptable importe les données de la balance dans une feuille de calcul (Excel) paramétrée pour le calcul des provisions puis passe les écritures comptables correspondantes.
Les écritures sont imputées par l'Analyste de DFC/COM/CGF et COM qui s'assure d'abord que tous les traitements sont correctement déversés dans Oracle RH en vérifiant l'exhaustivité des comptes imputés et la vraisemblance des montants enregistrés.
Pour toutes les auxiliaires : paramétrage déjà effectué pour le décversement comptable";Détectif;Manuelle;1;2;1;1;4;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
